element,web_name,team,position,element_type,round,gw_from_fixture,fixture,opponent_team,total_points,minutes,goals_scored,assists,clean_sheets,bonus,bps,value,was_home,kickoff_time,team_h_score,team_a_score,modified,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out
352,Harrison,LEE,MID,3,31,31,306,5,0,0,0,0,0,0,0,51,True,2026-03-21T20:00:00Z,0,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-19,5974,0,19
352,Harrison,LEE,MID,3,32,32,317,14,0,0,0,0,0,0,0,51,False,2026-04-13T19:00:00Z,1,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-34,5945,0,34
352,Harrison,LEE,MID,3,33,33,326,20,0,0,0,0,0,0,0,51,True,2026-04-18T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-20,5924,0,20
352,Harrison,LEE,MID,3,33,33,332,4,0,0,0,0,0,0,0,51,False,2026-04-22T19:00:00Z,2,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-20,5924,0,20
352,Harrison,LEE,MID,3,35,35,347,3,0,0,0,0,0,0,0,51,True,2026-05-01T19:00:00Z,3,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-13,5892,0,13
352,Harrison,LEE,MID,3,36,36,359,18,0,0,0,0,0,0,0,51,False,2026-05-11T19:00:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-18,5873,0,18
352,Harrison,LEE,MID,3,37,37,367,6,0,0,0,0,0,0,0,51,True,2026-05-17T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-7,5867,0,7
352,Harrison,LEE,MID,3,38,38,380,19,0,0,0,0,0,0,0,51,False,2026-05-24T15:00:00Z,3,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-22,5844,0,22
353,James,LEE,MID,3,1,1,10,9,3,77,0,0,1,0,6,55,True,2025-08-18T19:00:00Z,1,0,False,0,0,0,0,0,0,0,6.2,15.7,11.0,3.3,1,1,0,2,1,0.14,0.05,0.19,0.28,0,49896,0,0
353,James,LEE,MID,3,2,2,11,1,2,65,0,0,0,0,9,55,False,2025-08-23T16:30:00Z,5,0,False,4,0,0,0,0,0,0,1.6,0.3,9.0,1.1,0,4,0,4,1,0.07,0.00,0.07,2.01,-5846,47497,1569,7415
353,James,LEE,MID,3,3,3,24,15,1,59,0,0,0,0,5,54,True,2025-08-30T16:30:00Z,0,0,False,0,0,0,0,0,0,0,4.0,15.1,9.0,2.8,0,2,1,3,1,0.22,0.12,0.34,0.39,-5736,42940,1484,7220
353,James,LEE,MID,3,4,4,37,10,1,11,0,0,0,0,3,54,False,2025-09-13T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.54,-5890,38186,1339,7229
353,James,LEE,MID,3,5,5,50,20,0,0,0,0,0,0,0,53,False,2025-09-20T14:00:00Z,1,3,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-10034,28227,108,10142
353,James,LEE,MID,3,6,6,56,4,0,0,0,0,0,0,0,53,True,2025-09-27T14:00:00Z,2,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-6645,21779,49,6694
353,James,LEE,MID,3,7,7,67,18,0,0,0,0,0,0,0,53,True,2025-10-04T11:30:00Z,1,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-2731,19312,209,2940
353,James,LEE,MID,3,8,8,72,3,1,24,0,0,0,0,7,53,False,2025-10-18T14:00:00Z,2,0,False,1,0,0,0,0,0,0,10.2,28.6,8.0,4.7,0,0,1,1,0,0.00,0.20,0.20,0.03,-3002,16373,75,3077
353,James,LEE,MID,3,9,9,87,19,1,3,0,0,0,0,3,53,True,2025-10-24T19:00:00Z,2,1,False,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.07,-10,16610,676,686
353,James,LEE,MID,3,10,10,91,6,1,29,0,0,0,0,5,53,False,2025-11-01T15:00:00Z,3,0,False,2,0,0,0,0,0,0,2.4,13.1,0.0,1.6,0,1,0,1,0,0.00,0.15,0.15,1.38,-458,16251,443,901
353,James,LEE,MID,3,11,11,107,16,1,16,0,0,0,0,3,53,False,2025-11-09T14:00:00Z,3,1,False,1,0,0,0,0,0,0,2.0,10.3,10.0,2.2,0,2,0,2,0,0.06,0.01,0.07,0.84,-384,16008,310,694
353,James,LEE,MID,3,12,12,116,2,1,19,0,0,0,0,4,53,True,2025-11-23T14:00:00Z,1,2,False,1,0,0,0,0,0,0,4.6,11.4,38.0,5.4,0,2,0,2,0,0.22,0.01,0.23,0.58,-270,15944,282,552
353,James,LEE,MID,3,13,13,126,13,1,45,0,0,0,0,5,53,False,2025-11-29T15:00:00Z,3,2,False,2,0,0,0,0,0,0,5.0,0.5,2.0,0.8,1,0,2,3,1,0.00,0.02,0.02,2.67,-225,15809,278,503
353,James,LEE,MID,3,14,14,136,7,0,0,0,0,0,0,0,53,True,2025-12-03T20:15:00Z,3,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-158,15730,201,359
353,James,LEE,MID,3,15,15,146,12,0,0,0,0,0,0,0,53,True,2025-12-06T17:30:00Z,3,3,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-761,14980,97,858
353,James,LEE,MID,3,16,16,152,5,0,0,0,0,0,0,0,53,False,2025-12-14T16:30:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-1091,13881,15,1106
353,James,LEE,MID,3,17,17,166,8,0,0,0,0,0,0,0,53,True,2025-12-20T20:00:00Z,4,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-516,13393,13,529
353,James,LEE,MID,3,18,18,179,17,0,0,0,0,0,0,0,53,False,2025-12-28T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-373,13031,16,389
353,James,LEE,MID,3,19,19,186,12,0,0,0,0,0,0,0,53,False,2026-01-01T17:30:00Z,0,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-179,12873,12,191
353,James,LEE,MID,3,20,20,196,14,0,0,0,0,0,0,0,52,True,2026-01-04T12:30:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-111,12768,12,123
353,James,LEE,MID,3,21,21,209,15,0,0,0,0,0,0,0,52,False,2026-01-07T20:15:00Z,4,3,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-90,12692,34,124
353,James,LEE,MID,3,22,22,214,10,0,0,0,0,0,0,0,52,True,2026-01-17T15:00:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-162,12529,31,193
353,James,LEE,MID,3,23,23,226,9,0,0,0,0,0,0,0,52,False,2026-01-26T20:00:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-97,12437,14,111
353,James,LEE,MID,3,24,24,234,1,0,0,0,0,0,0,0,52,True,2026-01-31T15:00:00Z,0,4,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-67,12378,46,113
353,James,LEE,MID,3,25,25,246,16,1,12,0,0,0,0,3,52,True,2026-02-06T20:00:00Z,3,1,False,1,0,0,0,0,0,0,0.2,0.8,6.0,0.7,0,1,0,1,0,0.00,0.01,0.01,0.28,-68,12311,22,90
353,James,LEE,MID,3,26,26,253,7,1,8,0,0,0,0,3,52,False,2026-02-10T19:30:00Z,2,2,False,0,0,0,0,0,0,0,2.0,0.8,0.0,0.3,1,0,0,1,0,0.00,0.00,0.00,1.36,153,12517,220,67
353,James,LEE,MID,3,27,27,261,2,0,0,0,0,0,0,0,52,False,2026-02-21T15:00:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,61,12632,178,117
353,James,LEE,MID,3,28,28,276,13,1,14,0,0,0,0,3,52,True,2026-02-28T17:30:00Z,0,1,False,0,0,0,0,0,0,0,0.2,0.7,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.00,11,12684,105,94
353,James,LEE,MID,3,29,29,286,17,1,16,0,0,0,0,6,52,True,2026-03-03T19:30:00Z,0,1,False,0,0,0,0,0,0,0,6.2,15.6,4.0,2.6,0,2,0,2,0,0.00,0.02,0.02,0.00,68,12807,156,88
353,James,LEE,MID,3,30,30,295,8,0,0,0,0,0,0,0,52,False,2026-03-15T14:00:00Z,0,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,58,12929,187,129
353,James,LEE,MID,3,31,31,306,5,1,7,0,0,0,0,7,52,True,2026-03-21T20:00:00Z,0,0,False,0,0,0,0,0,0,0,2.6,0.4,6.0,0.9,0,3,1,4,0,0.00,0.00,0.00,0.10,50,13075,123,73
353,James,LEE,MID,3,32,32,317,14,0,0,0,0,0,0,0,52,False,2026-04-13T19:00:00Z,1,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-26,13049,115,141
353,James,LEE,MID,3,33,33,326,20,0,0,0,0,0,0,0,52,True,2026-04-18T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-150,12895,14,164
353,James,LEE,MID,3,33,33,332,4,0,0,0,0,0,0,0,52,False,2026-04-22T19:00:00Z,2,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-150,12895,14,164
353,James,LEE,MID,3,35,35,347,3,1,1,0,0,0,0,5,52,True,2026-05-01T19:00:00Z,3,1,False,0,0,0,0,0,0,0,3.0,0.0,17.0,2.0,0,0,0,0,0,0.05,0.00,0.05,0.22,189,13099,248,59
353,James,LEE,MID,3,36,36,359,18,2,62,0,0,0,0,7,52,False,2026-05-11T19:00:00Z,1,1,False,1,0,0,0,0,0,0,8.8,14.8,1.0,2.5,4,0,0,4,1,0.03,0.09,0.12,1.07,0,13124,110,110
353,James,LEE,MID,3,37,37,367,6,1,59,0,0,0,0,5,52,True,2026-05-17T14:00:00Z,1,0,False,0,0,0,0,0,0,0,6.6,0.7,12.0,1.9,2,1,1,4,1,0.12,0.01,0.13,1.92,145,13290,217,72
353,James,LEE,MID,3,38,38,380,19,1,20,0,0,0,0,4,52,False,2026-05-24T15:00:00Z,3,0,False,2,0,0,0,0,0,0,5.2,4.3,0.0,1.0,0,0,1,1,0,0.00,0.02,0.02,0.65,190,13538,350,160
354,Ampadu,LEE,MID,3,1,1,10,9,3,77,0,0,1,0,12,50,True,2025-08-18T19:00:00Z,1,0,False,0,0,0,0,0,0,0,10.8,4.9,2.0,1.8,2,3,3,8,1,0.00,0.02,0.02,0.28,0,8869,0,0
354,Ampadu,LEE,MID,3,2,2,11,1,0,0,0,0,0,0,0,50,False,2025-08-23T16:30:00Z,5,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-1355,8890,584,1939
354,Ampadu,LEE,MID,3,3,3,24,15,0,0,0,0,0,0,0,49,True,2025-08-30T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-2742,6130,34,2776
354,Ampadu,LEE,MID,3,4,4,37,10,4,90,0,0,0,0,15,49,False,2025-09-13T14:00:00Z,1,0,False,1,0,0,0,0,0,0,13.6,1.4,0.0,1.5,4,6,2,12,1,0.00,0.01,0.01,0.85,-1037,5230,64,1101
354,Ampadu,LEE,MID,3,5,5,50,20,4,90,0,0,0,0,18,49,False,2025-09-20T14:00:00Z,1,3,False,1,0,0,0,0,0,0,17.2,6.1,1.0,2.4,5,6,4,15,1,0.02,0.01,0.03,1.78,568,6070,894,326
354,Ampadu,LEE,MID,3,6,6,56,4,1,90,0,0,0,0,8,49,True,2025-09-27T14:00:00Z,2,2,False,2,0,0,0,1,0,0,6.8,7.7,2.0,1.7,3,5,1,9,1,0.00,0.02,0.02,0.82,1735,8122,2486,751
354,Ampadu,LEE,MID,3,7,7,67,18,3,90,0,0,0,0,16,49,True,2025-10-04T11:30:00Z,1,2,False,2,0,0,0,1,0,0,20.0,23.1,2.0,4.5,6,5,2,13,1,0.00,0.06,0.06,0.53,161,8377,1011,850
354,Ampadu,LEE,MID,3,8,8,72,3,2,80,0,0,0,0,19,49,False,2025-10-18T14:00:00Z,2,0,False,2,0,0,0,0,0,0,17.6,11.0,4.0,3.3,2,4,5,11,1,0.12,0.05,0.17,0.45,387,9056,1292,905
354,Ampadu,LEE,MID,3,9,9,87,19,4,90,0,0,0,0,12,49,True,2025-10-24T19:00:00Z,2,1,False,1,0,0,0,0,0,0,15.6,15.1,6.0,3.7,7,5,2,14,1,0.23,0.01,0.24,0.65,-696,8392,335,1031
354,Ampadu,LEE,MID,3,10,10,91,6,1,90,0,0,0,0,14,49,False,2025-11-01T15:00:00Z,3,0,False,3,0,0,0,1,0,0,13.6,2.8,0.0,1.6,3,4,2,9,1,0.00,0.01,0.01,3.07,143,8707,721,578
354,Ampadu,LEE,MID,3,11,11,107,16,2,90,0,0,0,0,11,49,False,2025-11-09T14:00:00Z,3,1,False,3,0,0,0,0,0,0,9.0,2.5,4.0,1.6,4,4,2,10,1,0.03,0.03,0.06,2.55,-378,8385,270,648
354,Ampadu,LEE,MID,3,12,12,116,2,4,90,0,0,0,1,22,49,True,2025-11-23T14:00:00Z,1,2,False,2,0,0,0,1,0,0,20.6,25.3,0.0,4.6,3,10,5,18,1,0.00,0.02,0.02,1.58,-281,8220,208,489
354,Ampadu,LEE,MID,3,13,13,126,13,2,90,0,0,0,0,14,49,False,2025-11-29T15:00:00Z,3,2,False,3,0,0,0,0,0,0,8.4,3.3,4.0,1.6,1,4,0,5,1,0.15,0.02,0.17,3.10,-95,8132,358,453
354,Ampadu,LEE,MID,3,14,14,136,7,4,90,0,0,0,0,15,49,True,2025-12-03T20:15:00Z,3,1,False,1,0,0,0,0,0,0,22.0,2.8,0.0,2.5,9,6,2,17,1,0.00,0.04,0.04,0.96,-125,8156,294,419
354,Ampadu,LEE,MID,3,15,15,146,12,2,86,0,0,0,0,15,49,True,2025-12-06T17:30:00Z,3,3,False,3,0,0,0,0,0,0,9.0,2.0,0.0,1.1,3,4,1,8,1,0.00,0.05,0.05,1.88,271,8535,643,372
354,Ampadu,LEE,MID,3,16,16,152,5,2,90,0,0,0,0,14,49,False,2025-12-14T16:30:00Z,1,1,False,1,0,0,0,0,0,0,13.6,20.8,3.0,3.7,3,6,1,10,1,0.07,0.20,0.27,0.72,34,8661,940,906
354,Ampadu,LEE,MID,3,17,17,166,8,12,86,1,0,1,2,40,49,True,2025-12-20T20:00:00Z,4,1,False,0,0,0,0,0,0,0,48.0,3.3,17.0,6.8,3,9,3,15,1,0.13,0.03,0.16,0.41,521,9355,1060,539
354,Ampadu,LEE,MID,3,18,18,179,17,4,90,0,0,0,0,15,49,False,2025-12-28T14:00:00Z,1,1,False,1,0,0,0,0,0,0,24.2,7.3,25.0,5.7,6,6,2,14,1,0.34,0.21,0.55,0.70,8045,20149,8774,729
354,Ampadu,LEE,MID,3,19,19,186,12,4,90,0,0,1,0,13,49,False,2026-01-01T17:30:00Z,0,0,False,0,0,0,0,1,0,0,31.2,1.5,7.0,4.0,10,3,3,16,1,0.50,0.00,0.50,1.96,751,18822,2331,1580
354,Ampadu,LEE,MID,3,20,20,196,14,0,0,0,0,0,0,0,49,True,2026-01-04T12:30:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-1981,16323,976,2957
354,Ampadu,LEE,MID,3,21,21,209,15,3,90,0,0,0,0,12,49,False,2026-01-07T20:15:00Z,4,3,False,4,0,0,0,1,0,0,16.4,9.3,0.0,2.6,5,6,4,15,1,0.00,0.08,0.08,2.44,-377,16101,1056,1433
354,Ampadu,LEE,MID,3,22,22,214,10,7,90,0,1,1,2,30,49,True,2026-01-17T15:00:00Z,1,0,False,0,0,0,0,1,0,0,34.4,53.7,2.0,9.0,1,4,1,6,1,0.00,0.39,0.39,0.39,752,17131,2153,1401
354,Ampadu,LEE,MID,3,23,23,226,9,4,90,0,0,0,0,19,49,False,2026-01-26T20:00:00Z,1,1,False,1,0,0,0,0,0,0,11.4,2.2,1.0,1.5,5,9,3,17,1,0.01,0.02,0.03,0.60,1878,19200,2929,1051
354,Ampadu,LEE,MID,3,24,24,234,1,2,90,0,0,0,0,14,49,True,2026-01-31T15:00:00Z,0,4,False,4,0,0,0,0,0,0,6.0,4.8,1.0,1.2,3,4,1,8,1,0.02,0.02,0.04,2.19,114,19243,1649,1535
354,Ampadu,LEE,MID,3,25,25,246,16,2,90,0,0,0,0,12,49,True,2026-02-06T20:00:00Z,3,1,False,1,0,0,0,0,0,0,14.4,13.6,0.0,2.8,4,1,2,7,1,0.00,0.03,0.03,1.33,1686,21367,3099,1413
354,Ampadu,LEE,MID,3,26,26,253,7,2,90,0,0,0,0,11,49,False,2026-02-10T19:30:00Z,2,2,False,2,0,0,0,0,0,0,9.6,3.7,0.0,1.3,4,2,0,6,1,0.00,0.01,0.01,3.13,-566,20567,1479,2045
354,Ampadu,LEE,MID,3,27,27,261,2,8,90,0,1,0,1,24,49,False,2026-02-21T15:00:00Z,1,1,False,1,0,0,0,0,0,0,22.0,16.4,0.0,3.8,7,9,5,21,1,0.00,0.01,0.01,1.46,-203,20580,1301,1504
354,Ampadu,LEE,MID,3,28,28,276,13,4,90,0,0,0,0,15,49,True,2026-02-28T17:30:00Z,0,1,False,1,0,0,0,0,0,0,18.6,29.3,4.0,5.2,4,11,4,19,1,0.05,0.11,0.16,2.00,179,20935,1178,999
354,Ampadu,LEE,MID,3,29,29,286,17,2,90,0,0,0,0,14,49,True,2026-03-03T19:30:00Z,0,1,False,1,0,0,0,0,0,0,19.4,27.2,5.0,5.2,4,3,3,10,1,0.05,0.10,0.15,0.86,3519,24694,4513,994
354,Ampadu,LEE,MID,3,30,30,295,8,5,90,0,0,1,0,22,49,False,2026-03-15T14:00:00Z,0,0,False,0,0,0,0,0,0,0,24.0,1.8,5.0,3.1,6,3,3,12,1,0.05,0.12,0.17,0.67,-583,24072,1902,2485
354,Ampadu,LEE,MID,3,31,31,306,5,5,90,0,0,1,0,15,49,True,2026-03-21T20:00:00Z,0,0,False,0,0,0,0,0,0,0,17.2,11.5,9.0,3.8,3,7,3,13,1,0.02,0.30,0.32,0.46,870,24457,1808,938
354,Ampadu,LEE,MID,3,32,32,317,14,3,90,0,0,0,0,18,49,False,2026-04-13T19:00:00Z,1,2,False,1,0,0,0,1,0,0,19.0,14.8,8.0,4.2,6,6,2,14,1,0.08,0.09,0.17,1.31,30198,55533,40674,10476
354,Ampadu,LEE,MID,3,33,33,326,20,3,90,0,0,1,0,8,49,True,2026-04-18T14:00:00Z,3,0,False,0,0,0,0,0,0,0,4.8,5.1,39.0,4.9,1,4,0,5,1,0.51,0.01,0.52,0.57,22399,95647,25462,3063
354,Ampadu,LEE,MID,3,33,33,332,4,9,90,0,1,0,2,30,49,False,2026-04-22T19:00:00Z,2,2,False,2,0,0,0,0,0,0,21.0,11.5,0.0,3.3,7,5,4,16,1,0.00,0.03,0.03,1.45,22399,95647,25462,3063
354,Ampadu,LEE,MID,3,35,35,347,3,1,90,0,0,0,0,6,49,True,2026-05-01T19:00:00Z,3,1,False,1,0,0,0,1,0,0,5.6,14.2,9.0,2.9,5,5,0,10,1,0.09,0.02,0.11,0.57,13780,82495,18228,4448
354,Ampadu,LEE,MID,3,36,36,359,18,10,90,0,1,0,3,28,49,False,2026-05-11T19:00:00Z,1,1,False,1,0,0,0,0,0,0,16.4,4.3,2.0,2.3,5,5,3,13,1,0.00,0.02,0.02,1.27,-9002,72795,3695,12697
354,Ampadu,LEE,MID,3,37,37,367,6,3,90,0,0,1,0,21,49,True,2026-05-17T14:00:00Z,1,0,False,0,0,0,0,0,0,0,12.8,3.2,2.0,1.8,3,3,1,7,1,0.00,0.02,0.02,3.06,5695,79424,13990,8295
354,Ampadu,LEE,MID,3,38,38,380,19,3,90,0,0,0,0,14,49,False,2026-05-24T15:00:00Z,3,0,False,3,0,0,0,1,0,0,18.0,17.3,2.0,3.7,4,7,2,13,1,0.00,0.03,0.03,2.61,23,78959,8392,8369
355,Greenwood,LEE,MID,3,1,1,10,9,0,0,0,0,0,0,0,50,True,2025-08-18T19:00:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,9774,0,0
355,Greenwood,LEE,MID,3,2,2,11,1,0,0,0,0,0,0,0,50,False,2025-08-23T16:30:00Z,5,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-1633,10276,469,2102
355,Greenwood,LEE,MID,3,3,3,24,15,0,0,0,0,0,0,0,49,True,2025-08-30T16:30:00Z,0,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-1561,9575,630,2191
355,Greenwood,LEE,MID,3,4,4,37,10,0,0,0,0,0,0,0,49,False,2025-09-13T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-2308,7415,135,2443
355,Greenwood,LEE,MID,3,5,5,50,20,0,0,0,0,0,0,0,49,False,2025-09-20T14:00:00Z,1,3,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-1231,6268,0,1231
355,Greenwood,LEE,MID,3,6,6,56,4,0,0,0,0,0,0,0,49,True,2025-09-27T14:00:00Z,2,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-635,5653,0,635
355,Greenwood,LEE,MID,3,7,7,67,18,0,0,0,0,0,0,0,49,True,2025-10-04T11:30:00Z,1,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-337,5328,0,337
355,Greenwood,LEE,MID,3,8,8,72,3,0,0,0,0,0,0,0,49,False,2025-10-18T14:00:00Z,2,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-332,5000,0,332
355,Greenwood,LEE,MID,3,9,9,87,19,0,0,0,0,0,0,0,49,True,2025-10-24T19:00:00Z,2,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-149,4856,0,149
355,Greenwood,LEE,MID,3,10,10,91,6,0,0,0,0,0,0,0,49,False,2025-11-01T15:00:00Z,3,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-114,4741,0,114
355,Greenwood,LEE,MID,3,11,11,107,16,0,0,0,0,0,0,0,49,False,2025-11-09T14:00:00Z,3,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-88,4658,0,88
355,Greenwood,LEE,MID,3,12,12,116,2,0,0,0,0,0,0,0,49,True,2025-11-23T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-101,4557,0,101
355,Greenwood,LEE,MID,3,13,13,126,13,0,0,0,0,0,0,0,49,False,2025-11-29T15:00:00Z,3,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-36,4521,0,36
355,Greenwood,LEE,MID,3,14,14,136,7,0,0,0,0,0,0,0,49,True,2025-12-03T20:15:00Z,3,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-34,4488,0,34
355,Greenwood,LEE,MID,3,15,15,146,12,0,0,0,0,0,0,0,49,True,2025-12-06T17:30:00Z,3,3,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-45,4443,0,45
355,Greenwood,LEE,MID,3,16,16,152,5,0,0,0,0,0,0,0,49,False,2025-12-14T16:30:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-66,4379,0,66
355,Greenwood,LEE,MID,3,17,17,166,8,0,0,0,0,0,0,0,49,True,2025-12-20T20:00:00Z,4,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-29,4351,0,29
355,Greenwood,LEE,MID,3,18,18,179,17,0,0,0,0,0,0,0,49,False,2025-12-28T14:00:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-33,4317,0,33
355,Greenwood,LEE,MID,3,19,19,186,12,0,0,0,0,0,0,0,49,False,2026-01-01T17:30:00Z,0,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-20,4298,0,20
355,Greenwood,LEE,MID,3,20,20,196,14,0,0,0,0,0,0,0,49,True,2026-01-04T12:30:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-10,4290,0,10
355,Greenwood,LEE,MID,3,21,21,209,15,0,0,0,0,0,0,0,49,False,2026-01-07T20:15:00Z,4,3,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-17,4273,0,17
355,Greenwood,LEE,MID,3,22,22,214,10,0,0,0,0,0,0,0,49,True,2026-01-17T15:00:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,-20,4253,0,20
