element,web_name,team,position,element_type,round,gw_from_fixture,fixture,opponent_team,total_points,minutes,goals_scored,assists,clean_sheets,bonus,bps,value,was_home,kickoff_time,team_h_score,team_a_score,modified,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,understat_id,join_method_un,join_conf_un,us_npxg,us_xg_chain,us_xg_buildup,us_shots,us_sot,us_shots_six_yard,us_shots_penalty_area,us_shots_out_of_box,us_shots_foot,us_shots_head,pl_id,join_method_pl,join_conf_pl,pl_touches_opp_box,pl_crosses,pl_corners_taken,pl_fk_crosses,pl_fk_shots,pl_chances_created,pl_big_chances_created,us_npxg_per90,us_xg_chain_per90,us_xg_buildup_per90,us_shots_per90,us_sot_per90,pl_touches_opp_box_per90,pl_crosses_per90,pl_chances_created_per90,xg_delta,xa_delta,xgi_delta
1,Raya,ARS,GKP,1,1,1,9,14,10,90,0,0,1,3,38,55,False,2025-08-17T15:30:00Z,0,1,False,0,0,0,0,1,0,7,49.2,0.0,0.0,4.9,1,13,0,0,1,0.0,0.0,0.0,1.52,0,1531911,0,0,9676,override,1.0,0.0,0.0869006887078285,0.0869006887078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,2,2,11,11,6,90,0,0,1,0,28,55,True,2025-08-23T16:30:00Z,5,0,False,0,0,0,0,0,0,1,13.4,0.0,0.0,1.3,0,3,0,0,1,0.0,0.0,0.0,0.17,218659,2284634,277339,58680,9676,override,1.0,0.0,0.2049821466207504,0.2049821466207504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,3,3,25,12,2,90,0,0,0,0,12,55,False,2025-08-31T15:30:00Z,1,0,False,1,0,0,0,0,0,2,20.0,10.0,0.0,3.0,0,12,0,0,1,0.0,0.02,0.02,0.52,-12311,2406964,146739,159050,9676,override,1.0,0.0,0.1081243008375167,0.058624293655157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.108,0.059,0.0,0.0,0.0,0.0,1.0,0.0,-0.02,-0.02
1,Raya,ARS,GKP,1,4,4,31,16,6,90,0,0,1,0,24,55,True,2025-09-13T11:30:00Z,3,0,False,0,0,0,0,0,0,1,12.8,0.0,0.0,1.3,0,9,0,0,1,0.0,0.0,0.0,0.2,171289,2765759,289041,117752,9676,override,1.0,0.0,0.8955592513084412,0.8955592513084412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,5,5,41,13,2,90,0,0,0,0,13,55,True,2025-09-21T15:30:00Z,1,1,False,1,0,0,0,0,0,2,21.4,0.0,0.0,2.1,1,6,0,0,1,0.0,0.01,0.01,0.89,-9786,2762632,98100,107886,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01
1,Raya,ARS,GKP,1,6,6,58,15,2,90,0,0,0,0,11,56,False,2025-09-28T15:30:00Z,1,2,False,1,0,0,0,0,0,2,15.8,0.0,0.0,1.6,2,10,0,0,1,0.0,0.01,0.01,0.61,227251,3029654,357846,130595,9676,override,1.0,0.0,0.1816159784793853,0.1816159784793853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01
1,Raya,ARS,GKP,1,7,7,61,19,6,90,0,0,1,0,20,56,True,2025-10-04T14:00:00Z,2,0,False,0,0,0,0,0,0,0,3.2,0.0,0.0,0.3,0,8,0,0,1,0.0,0.0,0.0,0.49,212315,3297838,287510,75195,9676,override,1.0,0.0,0.0642928406596183,0.0642928406596183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,8,8,74,10,6,90,0,0,1,0,21,57,False,2025-10-18T16:30:00Z,0,1,False,0,0,0,0,0,0,0,4.6,0.0,0.0,0.5,2,7,0,0,1,0.0,0.0,0.0,0.44,120482,3447590,208192,87710,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,9,9,81,8,6,90,0,0,1,0,25,57,True,2025-10-26T14:00:00Z,1,0,False,0,0,0,0,0,0,1,15.0,0.1,0.0,1.5,2,10,0,0,1,0.0,0.0,0.0,0.47,81905,3546345,131150,49245,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,10,10,92,3,6,90,0,0,1,0,20,58,False,2025-11-01T15:00:00Z,0,2,False,0,0,0,0,0,0,0,2.8,0.1,0.0,0.3,1,7,0,0,1,0.0,0.0,0.0,0.42,227648,3816996,267422,39774,9676,override,1.0,0.0,0.1606079787015915,0.1606079787015915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,11,11,108,17,1,90,0,0,0,0,-2,59,False,2025-11-08T17:30:00Z,2,2,False,2,0,0,0,0,0,0,1.6,0.0,0.0,0.2,0,2,0,0,1,0.0,0.0,0.0,0.44,180430,4024229,210442,30012,9676,override,1.0,0.0,0.0615296214818954,0.0615296214818954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,12,12,111,18,2,90,0,0,0,0,6,59,True,2025-11-23T16:30:00Z,4,1,False,1,0,0,0,0,0,1,6.6,0.0,0.0,0.7,0,5,0,0,1,0.0,0.0,0.0,0.07,3055,4013556,81056,78001,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,13,13,123,7,3,90,0,0,0,0,12,59,False,2025-11-30T16:30:00Z,1,1,False,1,0,0,0,0,0,3,20.0,0.0,0.0,2.0,0,7,0,0,1,0.0,0.0,0.0,0.79,-37310,3844111,41034,78344,9676,override,1.0,0.0,0.1080499142408371,0.1080499142408371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,14,14,131,5,6,90,0,0,1,0,26,59,True,2025-12-03T19:30:00Z,2,0,False,0,0,0,0,0,0,1,15.0,0.0,0.0,1.5,2,12,0,0,1,0.0,0.0,0.0,0.35,76542,4109145,105123,28581,9676,override,1.0,0.0,0.1069051623344421,0.1069051623344421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,15,15,141,2,2,90,0,0,0,0,13,59,False,2025-12-06T12:30:00Z,2,1,False,2,0,0,0,0,0,4,35.2,0.0,0.0,3.5,0,7,0,0,1,0.0,0.0,0.0,2.16,124671,4221133,152709,28038,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,16,16,151,20,2,90,0,0,0,0,8,60,True,2025-12-13T20:00:00Z,2,1,False,1,0,0,0,0,0,1,13.6,0.1,0.0,1.4,1,9,0,0,1,0.0,0.0,0.0,0.38,371508,4668846,429199,57691,9676,override,1.0,0.0,0.468779593706131,0.468779593706131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,17,17,164,9,7,90,0,0,1,1,28,60,False,2025-12-20T20:00:00Z,0,1,False,0,0,0,0,0,0,1,16.6,0.0,0.0,1.7,1,14,0,0,1,0.0,0.0,0.0,0.2,-23521,4608882,67109,90630,9676,override,1.0,0.0,0.5246679782867432,0.5246679782867432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,18,18,171,6,2,90,0,0,0,0,11,60,True,2025-12-27T15:00:00Z,2,1,False,1,0,0,0,0,0,2,21.8,10.0,0.0,3.2,0,6,0,0,1,0.0,0.0,0.0,0.85,-10413,4572955,53156,63569,9676,override,1.0,0.0,0.3248573243618011,0.3248573243618011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.325,0.325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,19,19,181,2,2,90,0,0,0,0,12,60,True,2025-12-30T20:15:00Z,4,1,False,1,0,0,0,0,0,2,20.0,0.0,0.0,2.0,2,9,0,0,1,0.0,0.0,0.0,2.67,-67402,4431485,29380,96782,9676,override,1.0,0.0,0.9999290704727172,0.9999290704727172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,20,20,192,4,1,90,0,0,0,0,3,60,False,2026-01-03T17:30:00Z,2,3,False,2,0,0,0,0,0,1,7.2,0.0,0.0,0.7,0,8,0,0,1,0.0,0.0,0.0,1.43,-96397,4469007,40492,136889,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,21,21,201,12,6,90,0,0,1,0,19,60,True,2026-01-08T20:00:00Z,0,0,False,0,0,0,0,0,0,0,4.4,0.0,0.0,0.4,1,4,0,0,1,0.0,0.0,0.0,0.36,-177932,4289085,27025,204957,9676,override,1.0,0.0,0.0225673895329237,0.0225673895329237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,22,22,217,16,6,90,0,0,1,0,23,59,False,2026-01-17T17:30:00Z,0,0,False,0,0,0,0,0,0,0,6.2,0.0,0.0,0.6,2,7,1,0,1,0.0,0.0,0.0,0.34,-12759,4309674,87850,100609,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,23,23,221,14,1,90,0,0,0,0,-3,59,True,2026-01-25T16:30:00Z,2,3,False,3,0,0,0,0,0,0,4.8,0.0,0.0,0.5,1,10,0,0,1,0.0,0.01,0.01,0.71,-42730,4268252,36057,78787,9676,override,1.0,0.0,0.1289621293544769,0.1289621293544769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.129,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01
1,Raya,ARS,GKP,1,24,24,234,11,6,90,0,0,1,0,24,59,False,2026-01-31T15:00:00Z,0,4,False,0,0,0,0,0,0,1,9.6,0.0,0.0,1.0,0,11,0,0,1,0.0,0.0,0.0,0.15,-19057,4262493,91776,110833,9676,override,1.0,0.0,0.4134518504142761,0.4134518504142761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,25,25,241,17,7,90,0,0,1,1,30,59,True,2026-02-07T15:00:00Z,3,0,False,0,0,0,0,0,0,2,21.6,10.1,0.0,3.2,1,12,0,0,1,0.0,0.0,0.0,0.19,83591,4368114,129012,45421,9676,override,1.0,0.0,0.0414912141859531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,26,26,252,5,2,90,0,0,0,0,13,59,False,2026-02-12T20:00:00Z,1,1,False,1,0,0,0,0,0,2,20.0,0.0,0.0,2.0,2,11,0,0,1,0.0,0.0,0.0,1.51,194830,4576749,245385,50555,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,26,26,310,20,1,90,0,0,0,0,-3,59,False,2026-02-18T20:00:00Z,2,2,False,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0,1,0.0,0.0,0.0,0.29,194830,4576749,245385,50555,9676,override,1.0,0.0,0.3834811747074127,0.3834811747074127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,27,27,269,18,3,90,0,0,0,0,18,60,False,2026-02-22T16:30:00Z,1,4,False,1,0,0,0,0,0,4,28.2,3.0,0.0,3.1,2,14,0,0,1,0.0,0.0,0.0,0.76,-65410,4494186,35619,101029,9676,override,1.0,0.0,0.2650430202484131,0.2650430202484131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,28,28,271,7,3,90,0,0,0,0,12,60,True,2026-03-01T16:30:00Z,2,1,False,1,0,0,0,0,0,4,1.2,0.0,0.0,0.1,1,4,0,0,1,0.0,0.01,0.01,1.05,-74523,4419997,20990,95513,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01
1,Raya,ARS,GKP,1,29,29,283,6,7,90,0,0,1,1,25,60,False,2026-03-04T19:30:00Z,0,1,False,0,0,0,0,0,0,2,14.0,0.0,0.0,1.4,1,8,0,0,1,0.0,0.0,0.0,0.82,-1330,4434286,41768,43098,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,30,30,291,9,7,90,0,0,1,0,28,60,True,2026-03-14T17:30:00Z,2,0,False,0,0,0,0,0,0,3,20.0,0.0,0.0,2.0,3,6,0,0,1,0.0,0.0,0.0,1.05,75254,4525809,101174,25920,9676,override,1.0,0.0,0.02496256865561,0.02496256865561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,32,32,311,4,1,90,0,0,0,0,8,60,True,2026-04-11T11:30:00Z,1,2,False,2,0,0,0,0,0,1,14.4,0.0,0.0,1.4,0,12,0,0,1,0.0,0.0,0.0,1.19,-41455,4440947,123268,164723,9676,override,1.0,0.0,0.0862520262598991,0.0862520262598991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,33,33,327,13,1,90,0,0,0,0,8,60,False,2026-04-19T15:30:00Z,2,1,False,2,0,0,0,0,0,2,21.0,0.0,0.0,2.1,2,8,0,0,1,0.0,0.0,0.0,1.36,-121948,4135968,28089,150037,9676,override,1.0,0.0,0.3718520700931549,0.3718520700931549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,34,34,331,15,10,90,0,0,1,3,31,60,True,2026-04-25T16:30:00Z,1,0,False,0,0,0,0,0,0,3,23.2,0.0,0.0,2.3,1,13,0,0,1,0.0,0.0,0.0,1.0,100399,4827695,141673,41274,9676,override,1.0,0.0,0.1283415406942367,0.1283415406942367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,35,35,341,10,6,90,0,0,1,0,22,60,True,2026-05-02T16:30:00Z,3,0,False,0,0,0,0,0,0,1,11.8,0.1,0.0,1.2,1,4,0,0,1,0.0,0.0,0.0,0.37,138356,4569133,182009,43653,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,36,36,360,19,9,90,0,0,1,2,29,61,False,2026-05-10T15:30:00Z,0,1,False,0,0,0,0,0,0,3,23.2,0.0,0.0,2.3,3,5,0,0,1,0.0,0.0,0.0,1.15,61638,4628597,106155,44517,9676,override,1.0,0.0,0.2492914348840713,0.2492914348840713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Raya,ARS,GKP,1,37,37,361,3,6,90,0,0,1,0,20,61,True,2026-05-18T19:00:00Z,1,0,False,0,0,0,0,0,0,0,2.2,0.0,0.0,0.2,0,5,0,0,1,0.0,0.01,0.01,0.19,116618,4755793,140005,23387,9676,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01
1,Raya,ARS,GKP,1,38,38,373,8,0,0,0,0,0,0,0,62,False,2026-05-24T15:00:00Z,1,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,20488,4774619,88664,68176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,1,1,9,14,0,0,0,0,0,0,0,45,False,2025-08-17T15:30:00Z,0,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,90618,0,0,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,2,2,11,11,0,0,0,0,0,0,0,45,True,2025-08-23T16:30:00Z,5,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-9834,89793,2130,11964,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,3,3,25,12,0,0,0,0,0,0,0,44,False,2025-08-31T15:30:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-11575,81016,1131,12706,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,4,4,31,16,0,0,0,0,0,0,0,44,True,2025-09-13T11:30:00Z,3,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-6913,76258,1271,8184,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,5,5,41,13,0,0,0,0,0,0,0,44,True,2025-09-21T15:30:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-5570,71572,689,6259,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,6,6,58,15,0,0,0,0,0,0,0,43,False,2025-09-28T15:30:00Z,1,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-4229,67990,713,4942,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,7,7,61,19,0,0,0,0,0,0,0,43,True,2025-10-04T14:00:00Z,2,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-3442,64932,461,3903,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,8,8,74,10,0,0,0,0,0,0,0,43,False,2025-10-18T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-3767,61782,442,4209,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,9,9,81,8,0,0,0,0,0,0,0,43,True,2025-10-26T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2402,59724,221,2623,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,10,10,92,3,0,0,0,0,0,0,0,42,False,2025-11-01T15:00:00Z,0,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2150,57825,423,2573,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,11,11,108,17,0,0,0,0,0,0,0,42,False,2025-11-08T17:30:00Z,2,2,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2012,56075,386,2398,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,12,12,111,18,0,0,0,0,0,0,0,42,True,2025-11-23T16:30:00Z,4,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1215,55291,404,1619,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,13,13,123,7,0,0,0,0,0,0,0,42,False,2025-11-30T16:30:00Z,1,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1178,54420,238,1416,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,14,14,131,5,0,0,0,0,0,0,0,42,True,2025-12-03T19:30:00Z,2,0,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-668,53843,244,912,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,15,15,141,2,0,0,0,0,0,0,0,42,False,2025-12-06T12:30:00Z,2,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-794,53294,378,1172,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
2,Arrizabalaga,ARS,GKP,1,16,16,151,20,0,0,0,0,0,0,0,41,True,2025-12-13T20:00:00Z,2,1,False,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1491,51955,811,2302,,,,,,,,,,,,,,11373,override,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
