element,web_name,team,position,element_type,round,gw_from_fixture,fixture,opponent_team,value,was_home,kickoff_time,team_h_score,team_a_score,total_points_6gw,minutes_6gw,goals_scored_6gw,assists_6gw,clean_sheets_6gw,bonus_6gw,bps_6gw,modified_6gw,goals_conceded_6gw,own_goals_6gw,penalties_saved_6gw,penalties_missed_6gw,yellow_cards_6gw,red_cards_6gw,saves_6gw,influence_6gw,creativity_6gw,threat_6gw,ict_index_6gw,clearances_blocks_interceptions_6gw,recoveries_6gw,tackles_6gw,defensive_contribution_6gw,starts_6gw,expected_goals_6gw,expected_assists_6gw,expected_goal_involvements_6gw,expected_goals_conceded_6gw,transfers_balance_6gw,selected_6gw,transfers_in_6gw,transfers_out_6gw,mins_per_game_6gw,expected_goals_per90_6gw,expected_assists_per90_6gw,expected_goal_involvements_per90_6gw,expected_goals_conceded_per90_6gw,goals_scored_per90_6gw,assists_per90_6gw,threat_per90_6gw,creativity_per90_6gw,influence_per90_6gw,ict_index_per90_6gw,clearances_blocks_interceptions_per90_6gw,tackles_per90_6gw,saves_per90_6gw
1,Raya,ARS,GKP,1,1,1,9,14,55,False,2025-08-17T15:30:00Z,0,1,10.0,90.0,0.0,0.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,49.2,0.0,0.0,4.9,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.52,0.0,1531911.0,0.0,0.0,15.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,49.2,4.9,1.0,0.0,7.0
1,Raya,ARS,GKP,1,2,2,11,11,55,True,2025-08-23T16:30:00Z,5,0,16.0,180.0,0.0,0.0,2.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,62.6,0.0,0.0,6.2,1.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,1.69,218659.0,3816545.0,277339.0,58680.0,30.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,31.3,3.1,0.5,0.0,4.0
1,Raya,ARS,GKP,1,3,3,25,12,55,False,2025-08-31T15:30:00Z,1,0,18.0,270.0,0.0,0.0,2.0,3.0,78.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,82.6,10.0,0.0,9.2,1.0,28.0,0.0,0.0,3.0,0.0,0.02,0.02,2.21,206348.0,6223509.0,424078.0,217730.0,45.0,0.0,0.01,0.01,0.74,0.0,0.0,0.0,3.33,27.53,3.07,0.33,0.0,3.33
1,Raya,ARS,GKP,1,4,4,31,16,55,True,2025-09-13T11:30:00Z,3,0,24.0,360.0,0.0,0.0,3.0,3.0,102.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,95.4,10.0,0.0,10.5,1.0,37.0,0.0,0.0,4.0,0.0,0.02,0.02,2.41,377637.0,8989268.0,713119.0,335482.0,60.0,0.0,0.01,0.01,0.6,0.0,0.0,0.0,2.5,23.85,2.62,0.25,0.0,2.75
1,Raya,ARS,GKP,1,5,5,41,13,55,True,2025-09-21T15:30:00Z,1,1,26.0,450.0,0.0,0.0,3.0,3.0,115.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,116.8,10.0,0.0,12.600000000000001,2.0,43.0,0.0,0.0,5.0,0.0,0.03,0.03,3.3,367851.0,11751900.0,811219.0,443368.0,75.0,0.0,0.01,0.01,0.66,0.0,0.0,0.0,2.0,23.36,2.52,0.4,0.0,2.6
1,Raya,ARS,GKP,1,6,6,58,15,56,False,2025-09-28T15:30:00Z,1,2,28.0,540.0,0.0,0.0,3.0,3.0,126.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,15.0,132.6,10.0,0.0,14.200000000000001,4.0,53.0,0.0,0.0,6.0,0.0,0.04,0.04,3.91,595102.0,14781554.0,1169065.0,573963.0,90.0,0.0,0.01,0.01,0.65,0.0,0.0,0.0,1.67,22.1,2.37,0.67,0.0,2.5
1,Raya,ARS,GKP,1,7,7,61,19,56,True,2025-10-04T14:00:00Z,2,0,24.0,540.0,0.0,0.0,3.0,0.0,108.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,86.6,10.0,0.0,9.6,3.0,48.0,0.0,0.0,6.0,0.0,0.04,0.04,2.88,807417.0,16547481.0,1456575.0,649158.0,90.0,0.0,0.01,0.01,0.48,0.0,0.0,0.0,1.67,14.43,1.6,0.5,0.0,1.33
1,Raya,ARS,GKP,1,8,8,74,10,57,False,2025-10-18T16:30:00Z,0,1,24.0,540.0,0.0,0.0,3.0,0.0,101.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,77.8,10.0,0.0,8.799999999999999,5.0,52.0,0.0,0.0,6.0,0.0,0.04,0.04,3.15,709240.0,17710437.0,1387428.0,678188.0,90.0,0.0,0.01,0.01,0.53,0.0,0.0,0.0,1.67,12.97,1.47,0.83,0.0,1.17
1,Raya,ARS,GKP,1,9,9,81,8,57,True,2025-10-26T14:00:00Z,1,0,28.0,540.0,0.0,0.0,4.0,0.0,114.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,72.8,0.1,0.0,7.300000000000001,7.0,50.0,0.0,0.0,6.0,0.0,0.02,0.02,3.1,803456.0,18849818.0,1371839.0,568383.0,90.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.02,12.13,1.22,1.17,0.0,1.0
1,Raya,ARS,GKP,1,10,10,92,3,58,False,2025-11-01T15:00:00Z,0,2,28.0,540.0,0.0,0.0,4.0,0.0,110.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,62.800000000000004,0.2,0.0,6.300000000000001,8.0,48.0,0.0,0.0,6.0,0.0,0.02,0.02,3.32,859815.0,19901055.0,1350220.0,490405.0,90.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.03,10.47,1.05,1.33,0.0,0.83
1,Raya,ARS,GKP,1,11,11,108,17,59,False,2025-11-08T17:30:00Z,2,2,27.0,540.0,0.0,0.0,4.0,0.0,95.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,43.00000000000001,0.2,0.0,4.4,7.0,44.0,0.0,0.0,6.0,0.0,0.01,0.01,2.8699999999999997,1050031.0,21162652.0,1462562.0,412531.0,90.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.03,7.17,0.73,1.17,0.0,0.5
1,Raya,ARS,GKP,1,12,12,111,18,59,True,2025-11-23T16:30:00Z,4,1,27.0,540.0,0.0,0.0,4.0,0.0,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,33.8,0.2,0.0,3.5,5.0,39.0,0.0,0.0,6.0,0.0,0.0,0.0,2.33,825835.0,22146554.0,1185772.0,359937.0,90.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.03,5.63,0.58,0.83,0.0,0.33
1,Raya,ARS,GKP,1,13,13,123,7,59,False,2025-11-30T16:30:00Z,1,1,24.0,540.0,0.0,0.0,3.0,0.0,82.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,50.6,0.2,0.0,5.2,5.0,38.0,0.0,0.0,6.0,0.0,0.0,0.0,2.63,576210.0,22692827.0,939296.0,363086.0,90.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.03,8.43,0.87,0.83,0.0,0.83
1,Raya,ARS,GKP,1,14,14,131,5,59,True,2025-12-03T19:30:00Z,2,0,24.0,540.0,0.0,0.0,3.0,0.0,87.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,0.2,0.0,6.2,5.0,43.0,0.0,0.0,6.0,0.0,0.0,0.0,2.54,532270.0,23354382.0,836227.0,303957.0,90.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.03,10.17,1.03,0.83,0.0,1.0
1,Raya,ARS,GKP,1,15,15,141,2,59,False,2025-12-06T12:30:00Z,2,1,20.0,540.0,0.0,0.0,2.0,0.0,75.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,81.2,0.1,0.0,8.2,3.0,40.0,0.0,0.0,6.0,0.0,0.0,0.0,4.23,575036.0,24029170.0,857786.0,282750.0,90.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.02,13.53,1.37,0.5,0.0,1.5
1,Raya,ARS,GKP,1,16,16,151,20,60,True,2025-12-13T20:00:00Z,2,1,16.0,540.0,0.0,0.0,1.0,0.0,63.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,92.0,0.1,0.0,9.3,3.0,42.0,0.0,0.0,6.0,0.0,0.0,0.0,4.19,718896.0,24881020.0,1019563.0,300667.0,90.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.02,15.33,1.55,0.5,0.0,1.67
1,Raya,ARS,GKP,1,17,17,164,9,60,False,2025-12-20T20:00:00Z,0,1,22.0,540.0,0.0,0.0,2.0,1.0,93.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,107.0,0.1,0.0,10.799999999999999,4.0,54.0,0.0,0.0,6.0,0.0,0.0,0.0,3.95,514945.0,25465673.0,876230.0,361285.0,90.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.02,17.83,1.8,0.67,0.0,1.83
1,Raya,ARS,GKP,1,18,18,171,6,60,True,2025-12-27T15:00:00Z,2,1,22.0,540.0,0.0,0.0,2.0,1.0,98.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,122.2,10.1,0.0,13.3,4.0,55.0,0.0,0.0,6.0,0.0,0.0,0.0,4.7299999999999995,501477.0,26025072.0,848330.0,346853.0,90.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,1.68,20.37,2.22,0.67,0.0,2.0
1,Raya,ARS,GKP,1,19,19,181,2,60,True,2025-12-30T20:15:00Z,4,1,21.0,540.0,0.0,0.0,2.0,1.0,98.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,122.2,10.1,0.0,13.3,6.0,57.0,0.0,0.0,6.0,0.0,0.0,0.0,6.609999999999999,471385.0,26612446.0,836676.0,365291.0,90.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.68,20.37,2.22,1.0,0.0,1.83
1,Raya,ARS,GKP,1,20,20,192,4,60,False,2026-01-03T17:30:00Z,2,3,16.0,540.0,0.0,0.0,1.0,1.0,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,114.4,10.1,0.0,12.5,4.0,53.0,0.0,0.0,6.0,0.0,0.0,0.0,7.6899999999999995,298446.0,26972308.0,772045.0,473599.0,90.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,1.68,19.07,2.08,0.67,0.0,1.83
1,Raya,ARS,GKP,1,21,21,201,12,60,True,2026-01-08T20:00:00Z,0,0,20.0,540.0,0.0,0.0,2.0,1.0,81.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,83.60000000000001,10.1,0.0,9.4,5.0,50.0,0.0,0.0,6.0,0.0,0.0,0.0,5.89,-4157.0,27040260.0,646361.0,650518.0,90.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.68,13.93,1.57,0.83,0.0,1.17
1,Raya,ARS,GKP,1,22,22,217,16,59,False,2026-01-17T17:30:00Z,0,0,24.0,540.0,0.0,0.0,3.0,1.0,96.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,76.20000000000002,10.0,0.0,8.6,6.0,48.0,1.0,0.0,6.0,0.0,0.0,0.0,5.85,-388424.0,26681088.0,305012.0,693436.0,90.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,1.67,12.7,1.43,1.0,0.17,1.0
1,Raya,ARS,GKP,1,23,23,221,14,59,True,2026-01-25T16:30:00Z,2,3,18.0,540.0,0.0,0.0,2.0,0.0,65.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,64.4,10.0,0.0,7.4,6.0,44.0,1.0,0.0,6.0,0.0,0.01,0.01,6.359999999999999,-407633.0,26340458.0,273960.0,681593.0,90.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.67,10.73,1.23,1.0,0.17,0.83
1,Raya,ARS,GKP,1,24,24,234,11,59,False,2026-01-31T15:00:00Z,0,4,22.0,540.0,0.0,0.0,3.0,0.0,78.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,52.2,0.0,0.0,5.2,6.0,49.0,1.0,0.0,6.0,0.0,0.01,0.01,5.66,-416277.0,26029996.0,312580.0,728857.0,90.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,8.7,0.87,1.0,0.17,0.67
1,Raya,ARS,GKP,1,25,25,241,17,59,True,2026-02-07T15:00:00Z,3,0,27.0,540.0,0.0,0.0,4.0,1.0,96.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,53.800000000000004,10.1,0.0,6.4,5.0,52.0,1.0,0.0,6.0,0.0,0.01,0.01,3.1799999999999997,-265284.0,25966625.0,412212.0,677496.0,90.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.68,8.97,1.07,0.83,0.17,0.67
1,Raya,ARS,GKP,1,26,26,252,5,59,False,2026-02-12T20:00:00Z,1,1,28.0,540.0,0.0,0.0,4.0,1.0,106.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,66.6,10.1,0.0,7.7,7.0,55.0,1.0,0.0,6.0,0.0,0.01,0.01,3.26,25943.0,26074367.0,617105.0,591162.0,90.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.68,11.1,1.28,1.17,0.17,0.83
1,Raya,ARS,GKP,1,26,26,310,20,59,False,2026-02-18T20:00:00Z,2,2,23.0,540.0,0.0,0.0,3.0,1.0,84.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,62.2,10.1,0.0,7.300000000000001,7.0,57.0,1.0,0.0,6.0,0.0,0.01,0.01,3.19,398705.0,26362031.0,835465.0,436760.0,90.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.68,10.37,1.22,1.17,0.17,0.83
1,Raya,ARS,GKP,1,27,27,269,18,60,False,2026-02-22T16:30:00Z,1,4,20.0,540.0,0.0,0.0,2.0,1.0,79.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,84.2,13.1,0.0,9.8,7.0,64.0,0.0,0.0,6.0,0.0,0.01,0.01,3.61,346054.0,26546543.0,783234.0,437180.0,90.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.18,14.03,1.63,1.17,0.0,1.5
1,Raya,ARS,GKP,1,28,28,271,7,60,True,2026-03-01T16:30:00Z,2,1,22.0,540.0,0.0,0.0,2.0,1.0,94.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,80.60000000000001,13.1,0.0,9.4,7.0,58.0,0.0,0.0,6.0,0.0,0.01,0.01,3.95,314261.0,26698288.0,768167.0,453906.0,90.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2.18,13.43,1.57,1.17,0.0,2.17
1,Raya,ARS,GKP,1,29,29,283,6,60,False,2026-03-04T19:30:00Z,0,1,23.0,540.0,0.0,0.0,2.0,2.0,95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,85.0,13.1,0.0,9.8,8.0,55.0,0.0,0.0,6.0,0.0,0.01,0.01,4.62,331988.0,26870081.0,718159.0,386171.0,90.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,2.18,14.17,1.63,1.33,0.0,2.33
1,Raya,ARS,GKP,1,30,30,291,9,60,True,2026-03-14T17:30:00Z,2,0,23.0,540.0,0.0,0.0,2.0,1.0,93.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,83.4,3.0,0.0,8.6,10.0,49.0,0.0,0.0,6.0,0.0,0.01,0.01,5.48,323651.0,27027776.0,690321.0,366670.0,90.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.5,13.9,1.43,1.67,0.0,2.5
1,Raya,ARS,GKP,1,32,32,311,4,60,True,2026-04-11T11:30:00Z,1,2,22.0,540.0,0.0,0.0,2.0,1.0,88.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,77.8,3.0,0.0,8.0,8.0,50.0,0.0,0.0,6.0,0.0,0.01,0.01,5.16,87366.0,26891974.0,568204.0,480838.0,90.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.5,12.97,1.33,1.33,0.0,2.33
1,Raya,ARS,GKP,1,33,33,327,13,60,False,2026-04-19T15:30:00Z,2,1,22.0,540.0,0.0,0.0,2.0,1.0,99.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,98.8,3.0,0.0,10.1,9.0,52.0,0.0,0.0,6.0,0.0,0.01,0.01,6.2299999999999995,-229412.0,26451193.0,350908.0,580320.0,90.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.5,16.47,1.68,1.5,0.0,2.67
1,Raya,ARS,GKP,1,34,34,331,15,60,True,2026-04-25T16:30:00Z,1,0,29.0,540.0,0.0,0.0,3.0,4.0,112.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,93.8,0.0,0.0,9.3,8.0,51.0,0.0,0.0,6.0,0.0,0.01,0.01,6.47,-63603.0,26784702.0,456962.0,520565.0,90.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,15.63,1.55,1.33,0.0,2.5
1,Raya,ARS,GKP,1,35,35,341,10,60,True,2026-05-02T16:30:00Z,3,0,32.0,540.0,0.0,0.0,4.0,4.0,122.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,104.39999999999999,0.1,0.0,10.4,8.0,51.0,0.0,0.0,6.0,0.0,0.0,0.0,5.79,149276.0,26933838.0,617981.0,468705.0,90.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.02,17.4,1.73,1.33,0.0,2.0
1,Raya,ARS,GKP,1,36,36,360,19,61,False,2026-05-10T15:30:00Z,0,1,34.0,540.0,0.0,0.0,4.0,5.0,126.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,113.60000000000001,0.1,0.0,11.3,10.0,48.0,0.0,0.0,6.0,0.0,0.0,0.0,6.119999999999999,212244.0,27128149.0,682368.0,470124.0,90.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.02,18.93,1.88,1.67,0.0,2.17
1,Raya,ARS,GKP,1,37,37,361,3,61,True,2026-05-18T19:00:00Z,1,0,33.0,540.0,0.0,0.0,4.0,5.0,118.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,95.8,0.1,0.0,9.5,7.0,47.0,0.0,0.0,6.0,0.0,0.01,0.01,5.26,253608.0,27358133.0,721199.0,467591.0,90.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.02,15.97,1.58,1.17,0.0,1.67
1,Raya,ARS,GKP,1,38,38,373,8,62,False,2026-05-24T15:00:00Z,1,2,32.0,450.0,0.0,0.0,4.0,5.0,110.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,81.4,0.1,0.0,8.1,7.0,35.0,0.0,0.0,5.0,0.0,0.01,0.01,4.07,315551.0,27691805.0,686595.0,371044.0,75.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.02,16.28,1.62,1.4,0.0,1.8
2,Arrizabalaga,ARS,GKP,1,1,1,9,14,45,False,2025-08-17T15:30:00Z,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90618.0,0.0,0.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,2,2,11,11,45,True,2025-08-23T16:30:00Z,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9834.0,180411.0,2130.0,11964.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,3,3,25,12,44,False,2025-08-31T15:30:00Z,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21409.0,261427.0,3261.0,24670.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,4,4,31,16,44,True,2025-09-13T11:30:00Z,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28322.0,337685.0,4532.0,32854.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,5,5,41,13,44,True,2025-09-21T15:30:00Z,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33892.0,409257.0,5221.0,39113.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,6,6,58,15,43,False,2025-09-28T15:30:00Z,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38121.0,477247.0,5934.0,44055.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,7,7,61,19,43,True,2025-10-04T14:00:00Z,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41563.0,451561.0,6395.0,47958.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,8,8,74,10,43,False,2025-10-18T16:30:00Z,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35496.0,423550.0,4707.0,40203.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,9,9,81,8,43,True,2025-10-26T14:00:00Z,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26323.0,402258.0,3797.0,30120.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,10,10,92,3,42,False,2025-11-01T15:00:00Z,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21560.0,383825.0,2949.0,24509.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,11,11,108,17,42,False,2025-11-08T17:30:00Z,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18002.0,368328.0,2646.0,20648.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,12,12,111,18,42,True,2025-11-23T16:30:00Z,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14988.0,355629.0,2337.0,17325.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,13,13,123,7,42,False,2025-11-30T16:30:00Z,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12724.0,345117.0,2114.0,14838.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,14,14,131,5,42,True,2025-12-03T19:30:00Z,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9625.0,337178.0,1916.0,11541.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,15,15,141,2,42,False,2025-12-06T12:30:00Z,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8017.0,330748.0,2073.0,10090.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,16,16,151,20,41,True,2025-12-13T20:00:00Z,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7358.0,324878.0,2461.0,9819.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,17,17,164,9,41,False,2025-12-20T20:00:00Z,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5845.0,320615.0,2741.0,8586.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,18,18,171,6,41,True,2025-12-27T15:00:00Z,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5140.0,316877.0,2910.0,8050.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,19,19,181,2,41,True,2025-12-30T20:15:00Z,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4344.0,314169.0,3052.0,7396.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,20,20,192,4,41,False,2026-01-03T17:30:00Z,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3949.0,311372.0,3123.0,7072.0,0.0,,,,,,,,,,,,,
2,Arrizabalaga,ARS,GKP,1,21,21,201,12,41,True,2026-01-08T20:00:00Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3610.0,308804.0,3028.0,6638.0,0.0,,,,,,,,,,,,,
