element,web_name,team,position,price,total_mins,total_starts,season_ok,gw4_ok,season_ppg,gw4_ppg,season_start_rate,season_mins90_rate,season_rotation_risk,gw4_start_rate,gw4_mins90_rate,gw4_rotation_risk,season_value_score,gw4_value_score,season_m_cs_rate,season_m_xgc,season_m_prevented,season_m_saves,season_m_bps,season_m_bonus,season_m_shots_faced,season_m_box_faced,season_m_dist_faced,gw4_m_cs_rate,gw4_m_xgc,gw4_m_prevented,gw4_m_saves,gw4_m_bps,gw4_m_bonus,gw4_m_shots_faced,gw4_m_box_faced,gw4_m_dist_faced,season_shot_quality_score,gw4_shot_quality_score,season_finishing_skill_score,gw4_finishing_skill_score,season_creativity_depth_score,gw4_creativity_depth_score,season_set_piece_score,gw4_set_piece_score,season_m_value,gw4_m_value,season_m_start_rate,gw4_m_start_rate,season_m_mins90_rate,gw4_m_mins90_rate,season_total_points,season_total_goals,season_total_assists,season_total_xg,season_total_xa,season_hauls,season_m_xg,season_m_xa,season_m_goals,season_m_assists,season_m_npxg,season_m_sot,season_m_headed,season_m_touches_box,season_m_box_shots,season_m_chances,season_m_big_chances,season_m_creativity_depth,season_m_set_piece,season_m_shot_quality,season_m_box_share,season_m_sot_rate,season_m_finishing,season_m_xa_over,season_m_tackles,season_m_cbi,season_m_recoveries,season_m_dc_hit,gw4_m_xg,gw4_m_xa,gw4_m_goals,gw4_m_assists,gw4_m_npxg,gw4_m_sot,gw4_m_headed,gw4_m_touches_box,gw4_m_box_shots,gw4_m_chances,gw4_m_big_chances,gw4_m_creativity_depth,gw4_m_set_piece,gw4_m_shot_quality,gw4_m_box_share,gw4_m_sot_rate,gw4_m_finishing,gw4_m_xa_over,gw4_m_tackles,gw4_m_cbi,gw4_m_recoveries,gw4_m_dc_hit,sortino_season,sortino_4gw,season_m_reliability_risk,gw4_m_reliability_risk,season_pct_xgc,season_pct_value,season_pct_bonus,season_pct_mins90_rate,season_pct_box_faced,season_pct_dist_faced,season_pct_cs_rate,season_pct_reliability_risk,season_pct_start_rate,season_pct_prevented,season_pct_shots_faced,season_pct_bps,season_pct_saves,gw4_pct_xgc,gw4_pct_value,gw4_pct_bonus,gw4_pct_mins90_rate,gw4_pct_box_faced,gw4_pct_dist_faced,gw4_pct_cs_rate,gw4_pct_reliability_risk,gw4_pct_start_rate,gw4_pct_prevented,gw4_pct_shots_faced,gw4_pct_bps,gw4_pct_saves,season_pct_xa_over,season_pct_cbi,season_pct_chances,season_pct_shot_quality,season_pct_set_piece,season_pct_dc_hit,season_pct_big_chances,season_pct_sot,season_pct_touches_box,season_pct_sot_rate,season_pct_assists,season_pct_box_share,season_pct_tackles,season_pct_headed,season_pct_creativity_depth,season_pct_recoveries,season_pct_xg,season_pct_goals,season_pct_npxg,season_pct_xa,season_pct_box_shots,season_pct_finishing,gw4_pct_xa_over,gw4_pct_cbi,gw4_pct_chances,gw4_pct_shot_quality,gw4_pct_set_piece,gw4_pct_dc_hit,gw4_pct_big_chances,gw4_pct_sot,gw4_pct_touches_box,gw4_pct_sot_rate,gw4_pct_assists,gw4_pct_box_share,gw4_pct_tackles,gw4_pct_headed,gw4_pct_creativity_depth,gw4_pct_recoveries,gw4_pct_xg,gw4_pct_goals,gw4_pct_npxg,gw4_pct_xa,gw4_pct_box_shots,gw4_pct_finishing,season_attpct_xa_over,season_attpct_xgc,season_attpct_value,season_attpct_cbi,season_attpct_bonus,season_attpct_chances,season_attpct_shot_quality,season_attpct_set_piece,season_attpct_dc_hit,season_attpct_big_chances,season_attpct_sot,season_attpct_touches_box,season_attpct_sot_rate,season_attpct_mins90_rate,season_attpct_assists,season_attpct_box_share,season_attpct_tackles,season_attpct_headed,season_attpct_creativity_depth,season_attpct_cs_rate,season_attpct_reliability_risk,season_attpct_start_rate,season_attpct_recoveries,season_attpct_xg,season_attpct_goals,season_attpct_npxg,season_attpct_prevented,season_attpct_xa,season_attpct_box_shots,season_attpct_bps,season_attpct_finishing,gw4_attpct_xa_over,gw4_attpct_xgc,gw4_attpct_value,gw4_attpct_cbi,gw4_attpct_bonus,gw4_attpct_chances,gw4_attpct_shot_quality,gw4_attpct_set_piece,gw4_attpct_dc_hit,gw4_attpct_big_chances,gw4_attpct_sot,gw4_attpct_touches_box,gw4_attpct_sot_rate,gw4_attpct_mins90_rate,gw4_attpct_assists,gw4_attpct_box_share,gw4_attpct_tackles,gw4_attpct_headed,gw4_attpct_creativity_depth,gw4_attpct_cs_rate,gw4_attpct_reliability_risk,gw4_attpct_start_rate,gw4_attpct_recoveries,gw4_attpct_xg,gw4_attpct_goals,gw4_attpct_npxg,gw4_attpct_prevented,gw4_attpct_xa,gw4_attpct_box_shots,gw4_attpct_bps,gw4_attpct_finishing,season_outpct_xa_over,season_outpct_xgc,season_outpct_value,season_outpct_cbi,season_outpct_bonus,season_outpct_chances,season_outpct_shot_quality,season_outpct_set_piece,season_outpct_dc_hit,season_outpct_big_chances,season_outpct_sot,season_outpct_touches_box,season_outpct_sot_rate,season_outpct_mins90_rate,season_outpct_box_faced,season_outpct_assists,season_outpct_box_share,season_outpct_tackles,season_outpct_headed,season_outpct_creativity_depth,season_outpct_dist_faced,season_outpct_cs_rate,season_outpct_reliability_risk,season_outpct_start_rate,season_outpct_recoveries,season_outpct_xg,season_outpct_goals,season_outpct_npxg,season_outpct_prevented,season_outpct_shots_faced,season_outpct_xa,season_outpct_box_shots,season_outpct_bps,season_outpct_finishing,gw4_outpct_xa_over,gw4_outpct_xgc,gw4_outpct_value,gw4_outpct_cbi,gw4_outpct_bonus,gw4_outpct_chances,gw4_outpct_shot_quality,gw4_outpct_set_piece,gw4_outpct_dc_hit,gw4_outpct_big_chances,gw4_outpct_sot,gw4_outpct_touches_box,gw4_outpct_sot_rate,gw4_outpct_mins90_rate,gw4_outpct_box_faced,gw4_outpct_assists,gw4_outpct_box_share,gw4_outpct_tackles,gw4_outpct_headed,gw4_outpct_creativity_depth,gw4_outpct_dist_faced,gw4_outpct_cs_rate,gw4_outpct_reliability_risk,gw4_outpct_start_rate,gw4_outpct_recoveries,gw4_outpct_xg,gw4_outpct_goals,gw4_outpct_npxg,gw4_outpct_prevented,gw4_outpct_shots_faced,gw4_outpct_xa,gw4_outpct_box_shots,gw4_outpct_bps,gw4_outpct_finishing,season_save_score_norm,season_save_score,season_cs_score_norm,season_cs_score,season_bps_score_norm,season_bps_score,season_dc_score_norm,season_dc_score,season_attacking_score_norm,season_attacking_score,season_goal_score_norm,season_goal_score,season_creative_score_norm,season_creative_score,season_shot_quality_score_norm,season_finishing_skill_score_norm,season_creativity_depth_score_norm,season_set_piece_score_norm,season_value_score_norm,season_reliability_score_norm,season_mins90_score_norm,season_risk_score_norm,season_att_goal_score_norm,season_att_creative_score_norm,season_att_dc_score_norm,season_att_bps_score_norm,season_att_reliability_norm,season_att_mins90_norm,season_att_value_score_norm,gw4_save_score_norm,gw4_save_score,gw4_cs_score_norm,gw4_cs_score,gw4_bps_score_norm,gw4_bps_score,gw4_dc_score_norm,gw4_dc_score,gw4_attacking_score_norm,gw4_attacking_score,gw4_goal_score_norm,gw4_goal_score,gw4_creative_score_norm,gw4_creative_score,gw4_shot_quality_score_norm,gw4_finishing_skill_score_norm,gw4_creativity_depth_score_norm,gw4_set_piece_score_norm,gw4_value_score_norm,gw4_reliability_score_norm,gw4_mins90_score_norm,gw4_risk_score_norm,gw4_att_goal_score_norm,gw4_att_creative_score_norm,gw4_att_dc_score_norm,gw4_att_bps_score_norm,gw4_att_reliability_norm,gw4_att_mins90_norm,gw4_att_value_score_norm,season_xpts_goal,season_xpts_assist,season_xpts_cs,season_xpts_dc,season_xpts_save,season_xpts_bonus,season_xpts_per_game,season_xpts_adjusted,season_att_goal_score,season_att_creative_score,season_att_dc_score,season_overall_score,season_att_overall_score,gw4_xpts_goal,gw4_xpts_assist,gw4_xpts_cs,gw4_xpts_dc,gw4_xpts_save,gw4_xpts_bonus,gw4_xpts_per_game,gw4_xpts_adjusted,gw4_att_goal_score,gw4_att_creative_score,gw4_att_dc_score,gw4_overall_score,gw4_att_overall_score,season_save_score_rating,season_cs_score_rating,season_bps_score_rating,season_dc_score_rating,season_attacking_score_rating,season_goal_score_rating,season_creative_score_rating,season_shot_quality_score_rating,season_finishing_skill_score_rating,season_creativity_depth_score_rating,season_set_piece_score_rating,season_value_score_rating,season_reliability_score_rating,season_mins90_score_rating,season_risk_score_rating,season_att_goal_score_rating,season_att_creative_score_rating,season_att_dc_score_rating,season_att_bps_score_rating,season_att_reliability_rating,season_att_mins90_rating,season_att_value_score_rating,gw4_save_score_rating,gw4_cs_score_rating,gw4_bps_score_rating,gw4_dc_score_rating,gw4_attacking_score_rating,gw4_goal_score_rating,gw4_creative_score_rating,gw4_shot_quality_score_rating,gw4_finishing_skill_score_rating,gw4_creativity_depth_score_rating,gw4_set_piece_score_rating,gw4_value_score_rating,gw4_reliability_score_rating,gw4_mins90_score_rating,gw4_risk_score_rating,gw4_att_goal_score_rating,gw4_att_creative_score_rating,gw4_att_dc_score_rating,gw4_att_bps_score_rating,gw4_att_reliability_rating,gw4_att_mins90_rating,gw4_att_value_score_rating,season_overall_rating,season_att_overall_rating,gw4_overall_rating,gw4_att_overall_rating,code,selected_by_percent,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,is_pen_taker,is_setpiece_taker
1,Raya,ARS,GKP,6.2,3330,37,True,True,4.378,7.0,0.974,1.0,0.016,0.75,1.0,0.15,0.7061290322580646,1.129032258064516,0.5,0.745,0.042,1.622,17.108,0.297,8.289,0.5968,20.766,0.75,0.57,0.57,1.333,23.667,0.667,8.289,0.5968,20.766,,,,,,,,,0.7061290322580646,1.129032258064516,0.974,0.75,1.0,1.0,162,0,0,0.0,0.1,"[{""gw"": 1, ""pts"": 10, ""home"": false, ""g"": 0, ""a"": 0}, {""gw"": 34, ""pts"": 10, ""home"": true, ""g"": 0, ""a"": 0}, {""gw"": 36, ""pts"": 9, ""home"": false, ""g"": 0, ""a"": 0}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,100.0,58.333333333333336,72.91666666666666,60.416666666666664,4.166666666666666,4.166666666666666,100.0,46.875,79.16666666666666,54.166666666666664,4.166666666666666,100.0,4.166666666666666,100.0,100.0,86.11111111111111,55.55555555555556,5.555555555555555,5.555555555555555,100.0,52.77777777777778,16.666666666666664,72.22222222222221,5.555555555555555,100.0,5.555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.638,32.8,4.95,99.0,4.567,89.2,,,,,,,,,,,,,3.333,4.167,3.417,2.875,,,,,,,,1.22,24.4,4.486,89.7,4.778,94.4,,,,,,,,,,,,,5.0,1.667,3.222,3.111,,,,,,,,0.0,0.0,2.128,0.0,0.541,0.297,4.966,4.869,,,,3.959,,0.0,0.0,2.865,0.0,0.444,0.667,5.976,4.816,,,,3.145,,⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐⭐⭐,⭐½,⭐⭐⭐,⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐⭐,N/A,⭐⭐⭐,N/A,154561,36.4,,,,False,False
5,Gabriel,ARS,DEF,7.3,2750,30,True,True,6.531,6.0,0.789,0.967,0.126,0.75,1.0,0.15,0.8946575342465753,0.8219178082191781,0.4737,0.72,0.065,,23.695,0.982,8.289,0.5968,20.766,0.75,0.754,0.468,,25.143,0.857,8.289,0.5968,20.766,0.1722,0.2144,0.06,-0.94,0.563,1.021,0.0,0.0,0.8946575342465753,0.8219178082191781,0.789,0.75,0.967,1.0,209,3,5,2.9,1.8,"[{""gw"": 19, ""pts"": 15, ""home"": true, ""g"": 1, ""a"": 0}, {""gw"": 6, ""pts"": 13, ""home"": false, ""g"": 1, ""a"": 0}, {""gw"": 8, ""pts"": 12, ""home"": false, ""g"": 0, ""a"": 1}]",0.096,0.057,0.098,0.164,0.152,0.196,0.491,1.505,0.72,0.098,0.164,0.563,0.0,0.1722,0.8148,0.2222,0.06,3.25,1.244,7.822,2.095,0.2894736842105263,0.269,0.02,0.0,0.0,0.368,0.286,0.571,2.571,1.429,0.0,0.0,1.021,0.0,0.2144,0.8333,0.1667,-0.94,-0.07,0.857,7.429,2.286,0.25,8.862,0.0,8.862,0.0,97.6,94.39999999999999,100.0,88.8,2.4,2.4,100.0,98.55072463768117,68.4,57.599999999999994,2.4,100.0,,91.66666666666666,68.05555555555556,97.22222222222221,70.83333333333334,3.4722222222222223,3.4722222222222223,99.30555555555556,45.13888888888889,21.52777777777778,72.22222222222221,3.4722222222222223,95.83333333333334,,94.39999999999999,79.2,6.0,97.61904761904762,37.6,80.4,78.4,62.4,59.199999999999996,32.73809523809524,87.6,61.904761904761905,24.8,86.4,62.4,2.4,87.2,88.0,96.0,60.4,86.4,77.60000000000001,47.91666666666667,75.0,11.805555555555555,100.0,44.44444444444444,64.58333333333334,40.27777777777778,74.30555555555556,83.33333333333334,25.0,40.97222222222222,63.888888888888886,24.305555555555554,87.5,93.05555555555556,12.5,100.0,43.05555555555556,100.0,35.41666666666667,97.22222222222221,2.083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9093851132686,97.41100323624595,97.0873786407767,91.58576051779936,98.38187702265373,2.750809061488673,88.54961832061069,27.831715210355988,87.2168284789644,60.19417475728155,32.68608414239482,35.275080906148865,19.65648854961832,94.8220064724919,2.4,69.7411003236246,75.95419847328245,31.55339805825243,85.11326860841424,41.74757281553398,2.4,99.51456310679612,99.36708860759494,72.49190938511327,6.148867313915858,53.55987055016181,57.60517799352751,68.93203883495146,56.63430420711975,2.4,39.482200647249186,59.22330097087378,97.0873786407767,63.10679611650486,50.60606060606061,89.0909090909091,71.51515151515152,89.0909090909091,90.0,6.666666666666667,91.56626506024097,36.96969696969697,70.60606060606061,32.42424242424242,47.878787878787875,63.63636363636363,18.072289156626507,80.60606060606061,3.4722222222222223,35.45454545454545,75.90361445783132,25.757575757575758,86.06060606060606,84.24242424242424,3.4722222222222223,98.18181818181819,46.36363636363636,21.818181818181817,18.181818181818183,84.84848484848484,32.42424242424242,90.30303030303031,73.93939393939394,3.4722222222222223,22.12121212121212,81.81818181818183,92.72727272727272,4.545454545454546,,,4.858,97.2,5.0,100.0,3.439,68.8,3.936,73.4,,,,,4.905,4.104,3.496,2.113,4.776,3.736,4.552,4.942,,,,,,,,,,4.27,85.4,4.856,96.4,2.662,53.2,3.922,73.0,,,,,5.0,1.083,4.722,2.479,3.722,1.861,3.833,2.806,,,,,,,,0.598,0.176,2.104,0.579,0.0,0.982,6.439,5.39,,,,4.325,,1.701,0.063,2.668,0.5,0.0,0.857,7.789,6.278,,,,4.091,,N/A,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐⭐⭐,⭐,⭐⭐⭐⭐½,⭐⭐½,⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐⭐½,N/A,⭐⭐⭐⭐,N/A,226597,45.4,,,,False,False
6,Saliba,ARS,DEF,6.3,2614,30,True,True,4.419,6.333,0.789,0.933,0.153,0.75,1.0,0.15,0.7014285714285714,1.0052380952380953,0.3947,0.703,0.014,,20.004,0.413,8.289,0.5968,20.766,0.75,0.57,0.57,,26.667,0.667,8.289,0.5968,20.766,,,0.12,0.0,0.741,0.492,0.0,0.0,0.7014285714285714,1.0052380952380953,0.789,0.75,0.933,1.0,137,1,0,0.9,1.2,"[{""gw"": 30, ""pts"": 11, ""home"": true, ""g"": 0, ""a"": 0}, {""gw"": 28, ""pts"": 10, ""home"": true, ""g"": 1, ""a"": 0}, {""gw"": 1, ""pts"": 9, ""home"": false, ""g"": 0, ""a"": 0}]",0.03,0.042,0.034,0.0,0.054,0.034,0.138,0.757,0.172,0.344,0.034,0.741,0.0,,,,0.12,-1.21,1.205,5.44,3.891,0.10526315789473684,0.0,0.16,0.0,0.0,0.0,0.0,0.0,2.333,0.0,0.667,0.0,0.492,0.0,,,,0.0,-0.48,0.667,6.333,3.333,0.0,4.747,0.0,4.747,0.0,98.4,56.8,89.60000000000001,78.4,2.4,2.4,98.4,79.71014492753623,68.4,44.0,2.4,92.80000000000001,,97.22222222222221,80.55555555555556,88.88888888888889,70.83333333333334,3.4722222222222223,3.4722222222222223,99.30555555555556,45.13888888888889,21.52777777777778,75.0,3.4722222222222223,97.22222222222221,,10.0,48.8,45.2,,37.6,44.800000000000004,32.0,18.0,21.6,,15.2,,24.0,48.0,80.80000000000001,57.599999999999994,25.6,59.599999999999994,52.800000000000004,43.6,18.4,80.0,5.555555555555555,64.58333333333334,68.05555555555556,,44.44444444444444,26.38888888888889,40.27777777777778,26.38888888888889,77.77777777777779,,40.97222222222222,,17.36111111111111,28.47222222222222,30.555555555555557,43.75,12.5,43.05555555555556,12.5,94.44444444444444,13.88888888888889,73.61111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.517799352750808,97.73462783171522,74.75728155339806,79.28802588996764,74.4336569579288,20.550161812297734,,27.831715210355988,60.679611650485434,18.6084142394822,7.9288025889967635,13.915857605177994,,89.48220064724919,2.4,8.576051779935275,,30.097087378640776,50.161812297734635,66.66666666666666,2.4,98.05825242718447,74.0506329113924,72.49190938511327,52.103559870550164,12.297734627831716,31.715210355987054,28.802588996763756,46.601941747572816,2.4,26.375404530744333,10.355987055016183,81.87702265372168,66.01941747572816,6.666666666666667,96.96969696969697,86.06060606060606,84.54545454545455,77.27272727272727,51.21212121212121,,36.96969696969697,30.0,32.42424242424242,16.969696969696972,55.15151515151515,,80.60606060606061,3.4722222222222223,35.45454545454545,,18.181818181818183,29.393939393939394,28.484848484848484,3.4722222222222223,98.18181818181819,46.36363636363636,21.818181818181817,37.878787878787875,5.757575757575758,32.42424242424242,5.757575757575758,76.96969696969697,3.4722222222222223,82.42424242424242,10.606060606060606,93.63636363636364,65.15151515151516,,,4.584,91.7,4.661,91.5,2.488,49.8,2.302,32.6,,,,,,4.2,4.232,2.113,3.272,3.736,4.136,4.188,,,,,,,,,,4.498,90.0,4.756,93.9,1.988,39.8,3.119,53.0,,,,,,3.944,2.222,2.479,4.222,1.861,3.833,2.806,,,,,,,,0.176,0.123,1.949,0.211,0.0,0.413,4.872,4.079,,,,3.404,,0.0,0.478,2.876,0.0,0.0,0.667,6.02,4.852,,,,3.169,,N/A,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐½,⭐⭐½,N/A,N/A,N/A,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐,⭐⭐⭐,N/A,N/A,N/A,⭐⭐⭐⭐,⭐⭐,⭐⭐½,⭐⭐⭐⭐,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐½,N/A,⭐⭐⭐,N/A,462424,17.1,,,,False,False
7,Calafiori,ARS,DEF,5.6,1697,22,True,True,4.192,4.0,0.579,0.364,0.307,1.0,0.25,0.2,0.7485714285714287,0.7142857142857143,0.3421,0.515,0.091,,20.631,0.318,8.289,0.5968,20.766,0.5,0.273,0.273,,17.928,0.717,8.289,0.5968,20.766,0.1084,0.2064,-2.36,-0.44,0.78,0.638,0.0,0.0,0.7485714285714287,0.7142857142857143,0.579,1.0,0.364,0.25,109,1,2,3.4,0.8,"[{""gw"": 1, ""pts"": 13, ""home"": false, ""g"": 1, ""a"": 0}, {""gw"": 2, ""pts"": 13, ""home"": true, ""g"": 0, ""a"": 2}, {""gw"": 37, ""pts"": 8, ""home"": true, ""g"": 0, ""a"": 0}]",0.178,0.04,0.053,0.106,0.184,0.318,0.583,2.97,1.061,0.371,0.0,0.78,0.0,0.1084,0.625,0.1875,-2.36,1.24,1.697,3.712,3.925,0.0,0.158,0.097,0.0,0.0,0.296,0.359,0.717,4.303,1.076,1.434,0.0,0.638,0.0,0.2064,0.75,0.25,-0.44,-0.27,0.359,2.151,3.227,0.0,3.319,0.0,3.319,0.0,100.0,68.0,76.0,5.2,2.4,2.4,95.6,66.66666666666666,46.400000000000006,66.8,2.4,95.19999999999999,,100.0,58.333333333333336,91.66666666666666,3.4722222222222223,3.4722222222222223,3.4722222222222223,90.97222222222221,45.13888888888889,71.52777777777779,65.27777777777779,3.4722222222222223,80.55555555555556,,72.8,19.2,48.0,65.47619047619048,37.6,5.6000000000000005,10.8,88.0,94.39999999999999,20.238095238095237,71.2,41.07142857142857,54.0,92.0,84.0,60.0,99.2,68.8,98.4,42.0,98.4,3.2,15.277777777777779,6.944444444444445,90.27777777777779,94.44444444444444,44.44444444444444,26.38888888888889,40.27777777777778,84.72222222222221,100.0,61.111111111111114,40.97222222222222,55.55555555555556,6.944444444444445,88.88888888888889,53.47222222222222,40.27777777777778,88.88888888888889,43.05555555555556,98.61111111111111,83.33333333333334,91.66666666666666,8.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666666666666,100.0,82.20064724919094,60.19417475728155,61.48867313915858,23.624595469255663,56.87022900763359,27.831715210355988,14.239482200647249,6.634304207119741,53.07443365695793,65.69579288025889,11.068702290076336,24.59546925566343,2.4,50.48543689320388,49.04580152671756,56.63430420711975,88.18770226537217,72.65372168284789,2.4,96.60194174757282,55.69620253164557,48.86731391585761,53.07443365695793,74.59546925566343,37.702265372168284,72.49190938511327,65.21035598705501,2.4,25.24271844660194,73.46278317152104,87.37864077669903,5.501618122977346,20.0,100.0,59.3939393939394,36.96969696969697,80.0,83.03030303030303,90.36144578313254,36.96969696969697,30.0,32.42424242424242,58.78787878787879,86.06060606060606,40.36144578313253,15.151515151515152,3.4722222222222223,35.45454545454545,65.06024096385542,10.909090909090908,89.0909090909091,46.36363636363636,3.4722222222222223,87.87878787878788,46.36363636363636,71.81818181818181,35.75757575757576,71.21212121212122,32.42424242424242,86.06060606060606,66.06060606060606,3.4722222222222223,69.39393939393939,75.15151515151514,63.63636363636363,14.242424242424242,,,4.023,80.5,4.501,87.5,1.944,38.9,4.101,77.5,,,,,3.619,1.128,4.36,2.113,3.72,2.856,1.208,3.667,,,,,,,,,,4.95,99.0,4.4,85.0,1.988,39.8,4.563,89.1,,,,,4.778,1.333,3.139,2.479,3.333,3.861,1.139,2.806,,,,,,,,1.085,0.122,2.058,0.0,0.0,0.318,5.583,3.706,,,,3.143,,1.027,0.299,2.757,0.0,0.0,0.717,6.8,6.8,,,,4.429,,N/A,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐½,⭐,⭐⭐⭐⭐½,⭐⭐,⭐⭐⭐½,⭐⭐⭐,⭐,⭐⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐½,N/A,N/A,⭐⭐⭐⭐⭐,⭐½,⭐⭐⭐,⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐,⭐,⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐½,N/A,466075,6.0,,,,False,False
8,J.Timber,ARS,DEF,6.0,2452,28,True,False,4.967,0.0,0.737,0.821,0.186,0.0,0.0,0.0,0.8278333333333333,0.0,0.3421,0.64,-0.094,,19.527,0.33,8.289,0.5968,20.766,,,,,,,,,,0.1612,,-1.71,,0.738,,0.037,,0.8278333333333333,,0.737,,0.821,,149,3,6,4.7,1.5,"[{""gw"": 2, ""pts"": 24, ""home"": true, ""g"": 2, ""a"": 1}, {""gw"": 29, ""pts"": 13, ""home"": false, ""g"": 0, ""a"": 1}, {""gw"": 7, ""pts"": 11, ""home"": true, ""g"": 0, ""a"": 1}]",0.173,0.056,0.11,0.22,0.148,0.257,0.404,3.34,0.881,0.771,0.147,0.738,0.037,0.1612,0.96,0.28,-1.71,4.47,2.423,3.01,3.56,0.07894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,84.8,80.0,51.2,2.4,2.4,95.6,,60.8,30.4,2.4,90.4,,,,,,,,,,,,,,,99.2,6.4,79.2,92.85714285714286,77.60000000000001,36.0,73.2,80.4,96.0,48.80952380952381,95.19999999999999,87.5,83.2,78.4,79.2,43.6,98.4,91.2,94.8,58.4,94.39999999999999,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.41100323624595,99.02912621359224,92.23300970873787,49.19093851132686,64.23948220064725,53.07443365695793,86.25954198473282,56.957928802588995,52.9126213592233,54.53074433656958,44.1747572815534,70.22653721682848,39.12213740458015,74.11003236245955,2.4,83.98058252427184,94.46564885496184,82.20064724919094,79.28802588996764,66.01941747572816,2.4,96.60194174757282,,66.8284789644013,39.967637540453076,73.46278317152104,60.84142394822006,66.99029126213593,29.126213592233007,2.4,38.349514563106794,67.15210355987054,78.31715210355988,8.89967637540453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.337,86.7,4.45,86.2,2.332,46.6,4.246,81.2,,,,,4.714,1.16,4.168,3.278,4.392,3.432,3.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.135,0.184,1.904,0.158,0.0,0.33,5.712,4.543,,,,3.73,,,,,,,,,,,,,,,N/A,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐½,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐⭐½,⭐,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐½,N/A,N/A,N/A,445122,15.2,,,,False,False
